ISO3,ISO3_2,col,cnl,lp,cl
ABW,ABW,1,0.5227,0.5361,0.6863
ABW,AFG,0,0,0.0391,0.013
ABW,AGO,0,0,0.0765,0.0255
ABW,AIA,1,0.0062,0.1954,0.4005
ABW,ALA,0,0,0.0722,0.0241
ABW,ALB,0,0,0.0651,0.0217
ABW,AND,0,0.0598,0.1636,0.0745
ABW,ANT,1,0.336,0.4025,0.5795
ABW,ARE,1,0.0002,0.0111,0.3371
ABW,ARG,0,0.1464,0.1716,0.106
ABW,ARM,0,0,0.0727,0.0242
ABW,ASM,1,0.0032,0.0057,0.3363
ABW,ATG,1,0.0457,0.1694,0.405
ABW,AUS,1,0.0703,0.1319,0.4007
ABW,AUT,0,0.0007,0.0908,0.0305
ABW,AZE,0,0,0.0026,0.0009
ABW,BDI,0,0,0,0
ABW,BEL,1,0.0289,0.1282,0.3857
ABW,BEN,0,0,0.0002,0.0001
ABW,BFA,0,0,0.0016,0.0005
ABW,BGD,0,0,0.0478,0.0159
ABW,BGR,0,0,0.0486,0.0162
ABW,BHR,1,0.0011,0.0122,0.3378
ABW,BHS,1,0.0428,0.1704,0.4044
ABW,BIH,0,0,0.0532,0.0177
ABW,BLM,0,0.001,0.1499,0.0503
ABW,BLR,0,0,0.0585,0.0195
ABW,BLZ,1,0.0775,0.166,0.4145
ABW,BMU,1,0.0782,0.1476,0.4086
ABW,BOL,0,0.0969,0.1109,0.0693
ABW,BRA,0,0.0004,0.1603,0.0535
ABW,BRB,1,0.0412,0.1727,0.4046
ABW,BRN,1,0.0018,0.0034,0.3351
ABW,BTN,1,0,0.0094,0.3365
ABW,BWA,1,0.0019,0.0041,0.3353
ABW,CAF,0,0,0.0516,0.0172
ABW,CAN,1,0.0497,0.1221,0.3906
ABW,CCK,0,0.0136,0.3152,0.1096
ABW,CHE,0,0.0062,0.1061,0.0374
ABW,CHL,0,0.1565,0.1776,0.1114
ABW,CHN,0,0,0,0
ABW,CIV,0,0,0.0004,0.0001
ABW,CMR,1,0,0,0.3333
ABW,COD,0,0,0.0367,0.0122
ABW,COG,0,0,0.1505,0.0502
ABW,COK,1,0.0037,0.0067,0.3368
ABW,COL,0,0.1577,0.1789,0.1122
ABW,COM,0,0,0.0003,0.0001
ABW,CPV,0,0,0.3489,0.1163
ABW,CRI,0,0.1565,0.1802,0.1122
ABW,CUB,0,0.1593,0.1806,0.1133
ABW,CUW,1,0.5977,0.6079,0.7352
ABW,CXR,0,0.0358,0.26,0.0986
ABW,CYM,1,0.059,0.2004,0.4198
ABW,CYP,0,0.0018,0.054,0.0186
ABW,CZE,0,0.0001,0.0532,0.0178
ABW,DEU,0,0.0006,0.091,0.0305
ABW,DJI,0,0,0.0028,0.0009
ABW,DMA,1,0.0053,0.335,0.4468
ABW,DNK,0,0.0003,0.0691,0.0232
ABW,DOM,0,0.1561,0.1835,0.1132
ABW,DZA,0,0.0007,0.0009,0.0005
ABW,ECU,0,0.1441,0.164,0.1027
ABW,EGY,0,0,0,0
ABW,ERI,1,0,0,0.3333
ABW,ESH,0,0,0,0
ABW,ESP,0,0.1303,0.1705,0.1003
ABW,EST,0,0,0.0152,0.0051
ABW,ETH,0,0,0,0
ABW,FIN,0,0.0003,0.0053,0.0019
ABW,FJI,1,0.0006,0.0231,0.3412
ABW,FLK,0,0.0877,0.1497,0.0791
ABW,FRA,0,0.001,0.1137,0.0382
ABW,FRO,0,0,0.0926,0.0309
ABW,FSM,1,0.001,0.0035,0.3348
ABW,GAB,0,0,0.0042,0.0014
ABW,GBR,1,0.0752,0.1397,0.405
ABW,GEO,0,0,0.0105,0.0035
ABW,GGY,1,0.0811,0.1468,0.4093
ABW,GHA,1,0,0.042,0.3473
ABW,GIB,1,0.1031,0.1496,0.4175
ABW,GIN,0,0,0,0
ABW,GLP,0,0,0.3452,0.1151
ABW,GMB,1,0.0001,0.0053,0.3351
ABW,GNB,0,0.002,0.0533,0.0185
ABW,GNQ,0,0,0.005,0.0017
ABW,GRC,0,0.0001,0.0653,0.0218
ABW,GRD,1,0.004,0.1999,0.4013
ABW,GRL,0,0,0.0077,0.0026
ABW,GTM,0,0.1078,0.1222,0.0767
ABW,GUF,0,0,0.1828,0.0609
ABW,GUM,1,0.0294,0.0524,0.3606
ABW,GUY,1,0.0401,0.1707,0.4036
ABW,HKG,1,0.0035,0.0064,0.3366
ABW,HND,0,0.1564,0.1776,0.1114
ABW,HRV,0,0,0.0542,0.0181
ABW,HTI,0,0,0.3489,0.1163
ABW,HUN,0,0,0.001,0.0003
ABW,IDN,0,0,0.0118,0.0039
ABW,IMN,1,0.0814,0.1469,0.4094
ABW,IND,1,0,0.0394,0.3465
ABW,IOT,1,0.0814,0.1469,0.4094
ABW,IRL,1,0.0761,0.1407,0.4056
ABW,IRN,0,0,0.04,0.0133
ABW,IRQ,0,0,0.0117,0.0039
ABW,ISL,0,0,0.0925,0.0308
ABW,ISR,0,0.0032,0.0233,0.0088
ABW,ITA,0,0.0002,0.1223,0.0408
ABW,JAM,1,0.0005,0.2315,0.4107
ABW,JEY,1,0.0763,0.1472,0.4078
ABW,JOR,0,0,0.0001,0
ABW,JPN,0,0.0002,0.0002,0.0001
ABW,KAZ,0,0,0.0164,0.0055
ABW,KEN,1,0,0.0002,0.3334
ABW,KGZ,0,0,0.0058,0.0019
ABW,KHM,0,0,0,0
ABW,KIR,1,0.0019,0.0035,0.3351
ABW,KNA,1,0.0016,0.1982,0.3999
ABW,KOR,0,0,0,0
ABW,KWT,0,0,0,0
ABW,LAO,0,0,0,0
ABW,LBN,0,0.0001,0.0062,0.0021
ABW,LBR,1,0,0,0.3333
ABW,LBY,0,0.0001,0.0017,0.0006
ABW,LCA,1,0.0008,0.3469,0.4492
ABW,LIE,0,0,0.0954,0.0318
ABW,LKA,1,0,0.0384,0.3461
ABW,LSO,1,0,0,0.3333
ABW,LTU,0,0,0.0582,0.0194
ABW,LUX,0,0.0034,0.1065,0.0366
ABW,LVA,0,0,0.0583,0.0194
ABW,MAC,0,0.0019,0.0047,0.0022
ABW,MAF,0,0.0143,0.216,0.0767
ABW,MAR,0,0,0.0003,0.0001
ABW,MCO,0,0.0078,0.1313,0.0464
ABW,MDA,0,0,0.0952,0.0317
ABW,MDG,0,0,0.0009,0.0003
ABW,MDV,1,0,0.0487,0.3496
ABW,MEX,0,0.1508,0.1712,0.1074
ABW,MHL,1,0.0287,0.0519,0.3602
ABW,MKD,0,0,0.0544,0.0181
ABW,MLI,0,0,0.0001,0
ABW,MLT,1,0.0051,0.0179,0.341
ABW,MMR,0,0,0.0005,0.0002
ABW,MNE,0,0,0.0538,0.0179
ABW,MNG,0,0,0.0001,0
ABW,MNP,1,0.0132,0.0238,0.3456
ABW,MOZ,0,0,0.02,0.0067
ABW,MRT,0,0,0.0002,0.0001
ABW,MSR,1,0.0021,0.198,0.4
ABW,MTQ,0,0,0.3438,0.1146
ABW,MUS,1,0.0004,0.317,0.4391
ABW,MWI,0,0,0.0001,0
ABW,MYS,1,0.0014,0.003,0.3348
ABW,MYT,0,0,0.0038,0.0013
ABW,NAM,1,0.0015,0.0125,0.338
ABW,NCL,0,0,0.0597,0.0199
ABW,NER,0,0,0,0
ABW,NFK,1,0.0648,0.1739,0.4129
ABW,NGA,1,0,0,0.3333
ABW,NIC,0,0.1554,0.1769,0.1108
ABW,NIU,1,0.0116,0.0209,0.3441
ABW,NLD,1,0.052,0.133,0.395
ABW,NOR,0,0.0008,0.0744,0.0251
ABW,NPL,0,0,0.04,0.0133
ABW,NRU,1,0.0054,0.0098,0.3384
ABW,NZL,1,0.0694,0.1287,0.3994
ABW,OMN,0,0,0.0071,0.0024
ABW,PAK,1,0,0.0459,0.3486
ABW,PAN,0,0.1326,0.1676,0.1
ABW,PCN,1,0,0.2791,0.4264
ABW,PER,0,0.1294,0.1467,0.092
ABW,PHL,1,0,0.0022,0.3341
ABW,PLW,1,0.0156,0.0282,0.348
ABW,PNG,1,0.0029,0.0135,0.3388
ABW,POL,0,0.0002,0.0534,0.0179
ABW,PRI,1,0.1555,0.179,0.4448
ABW,PRK,0,0,0,0
ABW,PRT,0,0.0004,0.163,0.0545
ABW,PRY,0,0.0091,0.0171,0.0087
ABW,PSE,0,0,0,0
ABW,PYF,0,0,0.0831,0.0277
ABW,QAT,0,0.0012,0.012,0.0044
ABW,REU,0,0,0.2733,0.0911
ABW,ROU,0,0,0.0994,0.0331
ABW,RUS,0,0,0.0519,0.0173
ABW,RWA,1,0,0.0001,0.3334
ABW,SAU,0,0,0.0024,0.0008
ABW,SDN,1,0,0,0.3333
ABW,SEN,0,0,0.0016,0.0005
ABW,SGP,1,0.023,0.0423,0.3551
ABW,SHN,0,0.0814,0.1469,0.0761
ABW,SLB,1,0.0021,0.0218,0.3413
ABW,SLE,1,0.0058,0.0336,0.3465
ABW,SLV,0,0.1591,0.1804,0.1132
ABW,SMR,0,0,0.1214,0.0405
ABW,SOM,0,0,0,0
ABW,SPM,0,0,0.1205,0.0402
ABW,SRB,0,0,0.0506,0.0169
ABW,SSD,1,0,0.0016,0.3339
ABW,STP,0,0.0042,0.2322,0.0788
ABW,SUR,1,0.0315,0.1345,0.3887
ABW,SVK,0,0,0.048,0.016
ABW,SVN,0,0,0.0531,0.0177
ABW,SWE,0,0.0021,0.0734,0.0252
ABW,SWZ,1,0.0012,0.0038,0.335
ABW,SXM,1,0.1561,0.2707,0.4756
ABW,SYC,1,0.0044,0.3363,0.4469
ABW,SYR,0,0,0.0045,0.0015
ABW,TCA,1,0.0096,0.2264,0.412
ABW,TCD,0,0,0.0002,0.0001
ABW,TGO,0,0,0.0001,0
ABW,THA,0,0,0,0
ABW,TJK,0,0,0.0422,0.0141
ABW,TKL,1,0.0225,0.0407,0.3544
ABW,TKM,0,0,0.0085,0.0028
ABW,TLS,0,0.0001,0.1293,0.0431
ABW,TON,1,0.001,0.0018,0.3342
ABW,TTO,1,0.0405,0.1724,0.4043
ABW,TUN,0,0,0,0
ABW,TUR,0,0,0.0062,0.0021
ABW,TUV,1,0,0,0.3333
ABW,TWN,0,0,0,0
ABW,TZA,1,0,0.0005,0.3335
ABW,UGA,1,0,0.0003,0.3334
ABW,UKR,0,0,0.058,0.0193
ABW,URY,0,0.1502,0.1773,0.1091
ABW,USA,1,0.0862,0.1451,0.4104
ABW,UZB,0,0,0.0101,0.0034
ABW,VAT,0,0,0.1214,0.0405
ABW,VCT,1,0.0002,0.1991,0.3998
ABW,VEN,0,0.1556,0.1779,0.1112
ABW,VGB,1,0.041,0.1729,0.4047
ABW,VIR,1,0.0402,0.1896,0.4099
ABW,VNM,0,0,0,0
ABW,VUT,1,0.0022,0.0221,0.3415
ABW,WLF,0,0,0.013,0.0043
ABW,WSM,1,0.0077,0.014,0.3406
ABW,YEM,0,0,0.0008,0.0003
ABW,ZAF,1,0.0078,0.0338,0.3472
ABW,ZMB,1,0.0003,0.0011,0.3338
ABW,ZWE,1,0.0017,0.0032,0.335
AFG,ABW,0,0,0.0391,0.013
AFG,AFG,1,0.2073,0.4883,0.5652
AFG,AGO,0,0,0.0501,0.0167
AFG,AIA,0,0,0.0122,0.0041
AFG,ALA,0,0,0.1266,0.0422
AFG,ALB,0,0,0.1782,0.0594
AFG,AND,0,0,0.1096,0.0365
AFG,ANT,0,0,0.0463,0.0154
AFG,ARE,0,0.007,0.0968,0.0346
AFG,ARG,0,0,0.1052,0.0351
AFG,ARM,0,0,0.2023,0.0674
AFG,ASM,0,0,0.0062,0.0021
AFG,ATG,0,0,0.0902,0.0301
AFG,AUS,0,0.0003,0.1514,0.0506
AFG,AUT,0,0,0.1243,0.0414
AFG,AZE,0,0,0.0979,0.0327
AFG,BDI,0,0,0,0
AFG,BEL,0,0,0.1267,0.0422
AFG,BEN,0,0,0.0002,0.0001
AFG,BFA,0,0,0.0014,0.0005
AFG,BGD,0,0,0.2683,0.0894
AFG,BGR,0,0,0.1449,0.0483
AFG,BHR,0,0,0.1053,0.0351
AFG,BHS,0,0,0.0844,0.0281
AFG,BIH,0,0,0.146,0.0487
AFG,BLM,0,0,0.0882,0.0294
AFG,BLR,0,0,0.1604,0.0535
AFG,BLZ,0,0,0.092,0.0307
AFG,BMU,0,0,0.1584,0.0528
AFG,BOL,0,0,0.0662,0.0221
AFG,BRA,0,0,0.1072,0.0357
AFG,BRB,0,0,0.0811,0.027
AFG,BRN,0,0,0.0049,0.0016
AFG,BTN,0,0,0.0525,0.0175
AFG,BWA,0,0,0.0046,0.0015
AFG,CAF,0,0,0.0003,0.0001
AFG,CAN,0,0,0.1391,0.0464
AFG,CCK,0,0,0.0267,0.0089
AFG,CHE,0,0,0.1238,0.0413
AFG,CHL,0,0,0.1051,0.035
AFG,CHN,0,0,0.0013,0.0004
AFG,CIV,0,0,0.0003,0.0001
AFG,CMR,0,0,0,0
AFG,COD,0,0,0,0
AFG,COG,0,0,0.0002,0.0001
AFG,COK,0,0,0.0073,0.0024
AFG,COL,0,0,0.1058,0.0353
AFG,COM,0,0,0.0002,0.0001
AFG,CPV,0,0,0,0
AFG,CRI,0,0,0.105,0.035
AFG,CUB,0,0,0.1068,0.0356
AFG,CUW,0,0,0.0226,0.0075
AFG,CXR,0,0,0.0706,0.0235
AFG,CYM,0,0,0.1103,0.0368
AFG,CYP,0,0,0.1587,0.0529
AFG,CZE,0,0,0.1452,0.0484
AFG,DEU,0,0,0.125,0.0417
AFG,DJI,0,0,0.0026,0.0009
AFG,DMA,0,0,0.0105,0.0035
AFG,DNK,0,0,0.125,0.0417
AFG,DOM,0,0,0.1048,0.0349
AFG,DZA,0,0,0.0007,0.0002
AFG,ECU,0,0,0.0975,0.0325
AFG,EGY,0,0,0.0002,0.0001
AFG,ERI,0,0,0.0001,0
AFG,ESH,0,0,0.0002,0.0001
AFG,ESP,0,0,0.106,0.0353
AFG,EST,0,0,0.0415,0.0138
AFG,ETH,0,0,0.0001,0
AFG,FIN,0,0,0.0108,0.0036
AFG,FJI,0,0,0.1234,0.0411
AFG,FLK,0,0,0.1561,0.052
AFG,FRA,0,0,0.0962,0.0321
AFG,FRO,0,0,0.1605,0.0535
AFG,FSM,0,0,0.0019,0.0006
AFG,GAB,0,0,0.0035,0.0012
AFG,GBR,0,0.0002,0.1613,0.0538
AFG,GEO,0,0,0.0404,0.0135
AFG,GGY,0,0,0.1603,0.0534
AFG,GHA,0,0,0,0
AFG,GIB,0,0,0.1326,0.0442
AFG,GIN,0,0,0,0
AFG,GLP,0,0,0.0016,0.0005
AFG,GMB,0,0,0.0001,0
AFG,GNB,0,0,0.0043,0.0014
AFG,GNQ,0,0,0,0
AFG,GRC,0,0,0.1775,0.0592
AFG,GRD,0,0,0.0078,0.0026
AFG,GRL,0,0,0.0136,0.0045
AFG,GTM,0,0,0.0723,0.0241
AFG,GUF,0,0,0.0493,0.0164
AFG,GUM,0,0,0.0566,0.0189
AFG,GUY,0,0,0.0791,0.0264
AFG,HKG,0,0,0.0069,0.0023
AFG,HND,0,0,0.1054,0.0351
AFG,HRV,0,0,0.1452,0.0484
AFG,HTI,0,0,0,0
AFG,HUN,0,0,0.0028,0.0009
AFG,IDN,0,0,0,0
AFG,IMN,0,0,0.1605,0.0535
AFG,IND,0,0,0.2197,0.0732
AFG,IOT,0,0,0.1605,0.0535
AFG,IRL,0,0,0.1584,0.0528
AFG,IRN,0,0.0028,0.4876,0.1635
AFG,IRQ,0,0.0008,0.1211,0.0406
AFG,ISL,0,0,0.1603,0.0534
AFG,ISR,0,0,0.0464,0.0155
AFG,ITA,0,0,0.1419,0.0473
AFG,JAM,0,0,0.0005,0.0002
AFG,JEY,0,0,0.157,0.0523
AFG,JOR,0,0,0.0004,0.0001
AFG,JPN,0,0,0.0002,0.0001
AFG,KAZ,0,0,0.1001,0.0334
AFG,KEN,0,0,0.0005,0.0002
AFG,KGZ,0,0,0.0964,0.0321
AFG,KHM,0,0,0,0
AFG,KIR,0,0,0.0038,0.0013
AFG,KNA,0,0,0.0031,0.001
AFG,KOR,0,0,0,0
AFG,KWT,0,0,0.0002,0.0001
AFG,LAO,0,0,0,0
AFG,LBN,0,0,0.032,0.0107
AFG,LBR,0,0,0,0
AFG,LBY,0,0,0.0051,0.0017
AFG,LCA,0,0,0.0016,0.0005
AFG,LIE,0,0,0.1236,0.0412
AFG,LKA,0,0,0.2108,0.0703
AFG,LSO,0,0,0,0
AFG,LTU,0,0,0.1595,0.0532
AFG,LUX,0,0,0.1144,0.0381
AFG,LVA,0,0,0.1602,0.0534
AFG,MAC,0,0,0.0046,0.0015
AFG,MAF,0,0,0.0387,0.0129
AFG,MAR,0,0,0.0004,0.0001
AFG,MCO,0,0,0.1209,0.0403
AFG,MDA,0,0,0.1576,0.0525
AFG,MDG,0,0,0.0007,0.0002
AFG,MDV,0,0,0.2733,0.0911
AFG,MEX,0,0,0.1015,0.0338
AFG,MHL,0,0,0.0567,0.0189
AFG,MKD,0,0,0.1544,0.0515
AFG,MLI,0,0,0.0001,0
AFG,MLT,0,0,0.0168,0.0056
AFG,MMR,0,0,0.0029,0.001
AFG,MNE,0,0,0.1487,0.0496
AFG,MNG,0,0,0.0015,0.0005
AFG,MNP,0,0,0.0259,0.0086
AFG,MOZ,0,0,0.0131,0.0044
AFG,MRT,0,0,0.0003,0.0001
AFG,MSR,0,0,0.0041,0.0014
AFG,MTQ,0,0,0.0021,0.0007
AFG,MUS,0,0,0.0236,0.0079
AFG,MWI,0,0,0.0002,0.0001
AFG,MYS,0,0,0.0054,0.0018
AFG,MYT,0,0,0.0032,0.0011
AFG,NAM,0,0,0.0134,0.0045
AFG,NCL,0,0,0.0478,0.0159
AFG,NER,0,0,0.0001,0
AFG,NFK,0,0,0.1278,0.0426
AFG,NGA,0,0,0,0
AFG,NIC,0,0,0.1042,0.0347
AFG,NIU,0,0,0.0228,0.0076
AFG,NLD,0,0,0.137,0.0457
AFG,NOR,0,0,0.1337,0.0446
AFG,NPL,0,0,0.2225,0.0742
AFG,NRU,0,0,0.0107,0.0036
AFG,NZL,0,0,0.144,0.048
AFG,OMN,0,0,0.056,0.0187
AFG,PAK,0,0.0155,0.3092,0.1082
AFG,PAN,0,0,0.0889,0.0296
AFG,PCN,0,0,0,0
AFG,PER,0,0,0.0868,0.0289
AFG,PHL,0,0,0.0002,0.0001
AFG,PLW,0,0,0.0308,0.0103
AFG,PNG,0,0,0.0058,0.0019
AFG,POL,0,0,0.1457,0.0486
AFG,PRI,0,0,0.1094,0.0365
AFG,PRK,0,0,0,0
AFG,PRT,0,0,0.1058,0.0353
AFG,PRY,0,0,0.0115,0.0038
AFG,PSE,0,0,0.0003,0.0001
AFG,PYF,0,0,0.0691,0.023
AFG,QAT,0,0,0.0934,0.0311
AFG,REU,0,0,0.0261,0.0087
AFG,ROU,0,0,0.1512,0.0504
AFG,RUS,0,0,0.1494,0.0498
AFG,RWA,0,0,0.0001,0
AFG,SAU,0,0,0.0141,0.0047
AFG,SDN,0,0,0.0002,0.0001
AFG,SEN,0,0,0.0003,0.0001
AFG,SGP,0,0,0.047,0.0157
AFG,SHN,0,0,0.1605,0.0535
AFG,SLB,0,0,0.0042,0.0014
AFG,SLE,0,0,0.0115,0.0038
AFG,SLV,0,0,0.1067,0.0356
AFG,SMR,0,0,0.1458,0.0486
AFG,SOM,0,0,0.0001,0
AFG,SPM,0,0,0.1002,0.0334
AFG,SRB,0,0,0.1409,0.047
AFG,SSD,0,0,0,0
AFG,STP,0,0,0.0535,0.0178
AFG,SUR,0,0,0.1102,0.0367
AFG,SVK,0,0,0.1345,0.0448
AFG,SVN,0,0,0.1454,0.0485
AFG,SWE,0,0,0.134,0.0447
AFG,SWZ,0,0,0.0041,0.0014
AFG,SXM,0,0,0.0559,0.0186
AFG,SYC,0,0,0.0094,0.0031
AFG,SYR,0,0.0004,0.0429,0.0144
AFG,TCA,0,0,0.0119,0.004
AFG,TCD,0,0,0.0001,0
AFG,TGO,0,0,0.0001,0
AFG,THA,0,0,0.0002,0.0001
AFG,TJK,0,0.0001,0.5434,0.1812
AFG,TKL,0,0,0.0444,0.0148
AFG,TKM,1,0.0469,0.127,0.3913
AFG,TLS,0,0,0.0002,0.0001
AFG,TON,0,0,0.0019,0.0006
AFG,TTO,0,0,0.0812,0.0271
AFG,TUN,0,0,0.0003,0.0001
AFG,TUR,0,0,0.1353,0.0451
AFG,TUV,0,0,0,0
AFG,TWN,0,0,0,0
AFG,TZA,0,0,0.0013,0.0004
AFG,UGA,0,0,0,0
AFG,UKR,0,0,0.1591,0.053
AFG,URY,0,0,0.108,0.036
AFG,USA,0,0,0.1484,0.0495
AFG,UZB,0,0.0003,0.1642,0.0548
AFG,VAT,0,0,0.1458,0.0486
AFG,VCT,0,0,0.0005,0.0002
AFG,VEN,0,0,0.1053,0.0351
AFG,VGB,0,0,0.0809,0.027
AFG,VIR,0,0,0.0387,0.0129
AFG,VNM,0,0,0,0
AFG,VUT,0,0,0.0076,0.0025
AFG,WLF,0,0,0.0108,0.0036
AFG,WSM,0,0,0.0153,0.0051
AFG,YEM,0,0,0.0046,0.0015
AFG,ZAF,0,0,0.0374,0.0125
AFG,ZMB,0,0,0.0014,0.0005
AFG,ZWE,0,0,0.0038,0.0013
AGO,ABW,0,0,0.0765,0.0255
AGO,AFG,0,0,0.0501,0.0167
AGO,AGO,1,0.2846,0.4623,0.5823
AGO,AIA,0,0,0.0055,0.0018
AGO,ALA,0,0,0.0593,0.0198
AGO,ALB,0,0,0.0783,0.0261
AGO,AND,0,0.0747,0.4061,0.1603
AGO,ANT,0,0,0.0504,0.0168
AGO,ARE,0,0,0.0142,0.0047
AGO,ARG,0,0,0.394,0.1313
AGO,ARM,0,0,0.0843,0.0281
AGO,ASM,0,0,0.0028,0.0009
AGO,ATG,0,0,0.0406,0.0135
AGO,AUS,0,0.0007,0.0727,0.0245
AGO,AUT,0,0,0.0589,0.0196
AGO,AZE,0,0,0.0031,0.001
AGO,BDI,0,0,0.4241,0.1414
AGO,BEL,0,0.0013,0.1568,0.0527
AGO,BEN,0,0,0.182,0.0607
AGO,BFA,0,0,0.1452,0.0484
AGO,BGD,0,0,0.0614,0.0205
AGO,BGR,0,0,0.0615,0.0205
AGO,BHR,0,0,0.0141,0.0047
AGO,BHS,0,0,0.038,0.0127
AGO,BIH,0,0,0.0672,0.0224
AGO,BLM,0,0,0.2558,0.0853
AGO,BLR,0,0,0.0721,0.024
AGO,BLZ,0,0,0.1557,0.0519
AGO,BMU,0,0.0187,0.088,0.0356
AGO,BOL,0,0,0.2543,0.0848
AGO,BRA,1,0.4454,0.4544,0.6333
AGO,BRB,0,0,0.0365,0.0122
AGO,BRN,0,0,0.0019,0.0006
AGO,BTN,0,0,0.0121,0.004
AGO,BWA,0,0,0.4036,0.1346
AGO,CAF,0,0,0.1378,0.0459
AGO,CAN,0,0.0031,0.1243,0.0425
AGO,CCK,0,0,0.012,0.004
AGO,CHE,0,0.011,0.1482,0.053
AGO,CHL,0,0,0.4099,0.1366
AGO,CHN,0,0,0,0
AGO,CIV,0,0,0.1372,0.0457
AGO,CMR,0,0,0.2674,0.0891
AGO,COD,0,0.0065,0.3172,0.1079
AGO,COG,0,0.0004,0.2127,0.071
AGO,COK,0,0,0.0033,0.0011
AGO,COL,0,0,0.413,0.1377
AGO,COM,0,0,0.4228,0.1409
AGO,CPV,1,0,0,0.3333
AGO,CRI,0,0,0.4099,0.1366
AGO,CUB,0,0,0.4172,0.1391
AGO,CUW,0,0.0024,0.0288,0.0104
AGO,CXR,0,0,0.0318,0.0106
AGO,CYM,0,0,0.0605,0.0202
AGO,CYP,0,0,0.0639,0.0213
AGO,CZE,0,0,0.0669,0.0223
AGO,DEU,0,0.0009,0.0614,0.0208
AGO,DJI,0,0,0.0068,0.0023
AGO,DMA,0,0,0.0047,0.0016
AGO,DNK,0,0,0.0579,0.0193
AGO,DOM,0,0,0.4087,0.1362
AGO,DZA,0,0,0.002,0.0007
AGO,ECU,0,0,0.3777,0.1259
AGO,EGY,0,0,0,0
AGO,ERI,0,0,0,0
AGO,ESH,0,0,0,0
AGO,ESP,0,0.0015,0.3975,0.133
AGO,EST,0,0,0.0186,0.0062
AGO,ETH,0,0,0,0
AGO,FIN,0,0.0001,0.0051,0.0017
AGO,FJI,0,0,0.0288,0.0096
AGO,FLK,0,0,0.1001,0.0334
AGO,FRA,0,0.0065,0.2744,0.0936
AGO,FRO,0,0,0.0722,0.0241
AGO,FSM,0,0,0.0009,0.0003
AGO,GAB,0,0,0.3674,0.1225
AGO,GBR,0,0.001,0.0738,0.025
AGO,GEO,0,0,0.0126,0.0042
AGO,GGY,0,0,0.073,0.0243
AGO,GHA,0,0,0.1404,0.0468
AGO,GIB,0,0,0.1853,0.0618
AGO,GIN,0,0,0.0829,0.0276
AGO,GLP,0,0,0.0048,0.0016
AGO,GMB,0,0,0.0865,0.0288
AGO,GNB,1,0.0015,0.1025,0.368
AGO,GNQ,0,0,0.3648,0.1216
AGO,GRC,0,0,0.0797,0.0266
AGO,GRD,0,0,0.0035,0.0012
AGO,GRL,0,0,0.0065,0.0022
AGO,GTM,0,0,0.2822,0.0941
AGO,GUF,0,0,0.1459,0.0486
AGO,GUM,0,0,0.0279,0.0093
AGO,GUY,0,0,0.0356,0.0119
AGO,HKG,0,0,0.0031,0.001
AGO,HND,0,0,0.4092,0.1364
AGO,HRV,0,0,0.0707,0.0236
AGO,HTI,0,0,0,0
AGO,HUN,0,0,0.0012,0.0004
AGO,IDN,0,0,0,0
AGO,IMN,0,0,0.0722,0.0241
AGO,IND,0,0.0001,0.0502,0.0168
AGO,IOT,0,0,0.0722,0.0241
AGO,IRL,0,0,0.0714,0.0238
AGO,IRN,0,0,0.0514,0.0171
AGO,IRQ,0,0,0.0151,0.005
AGO,ISL,0,0,0.0721,0.024
AGO,ISR,0,0,0.0317,0.0106
AGO,ITA,0,0,0.2724,0.0908
AGO,JAM,0,0.0009,0.0021,0.001
AGO,JEY,0,0.0214,0.0942,0.0385
AGO,JOR,0,0,0.0001,0
AGO,JPN,0,0,0.0004,0.0001
AGO,KAZ,0,0,0.0198,0.0066
AGO,KEN,0,0,0.2584,0.0861
AGO,KGZ,0,0,0.0072,0.0024
AGO,KHM,0,0,0,0
AGO,KIR,0,0,0.0017,0.0006
AGO,KNA,0,0,0.0014,0.0005
AGO,KOR,0,0,0,0
AGO,KWT,0,0,0,0
AGO,LAO,0,0,0,0
AGO,LBN,0,0,0.0079,0.0026
AGO,LBR,0,0,0.1208,0.0403
AGO,LBY,0,0,0.0026,0.0009
AGO,LCA,0,0,0.0007,0.0002
AGO,LIE,0,0,0.0611,0.0204
AGO,LKA,0,0,0.0482,0.0161
AGO,LSO,0,0,0.4242,0.1414
AGO,LTU,0,0,0.0718,0.0239
AGO,LUX,0,0.0703,0.1546,0.075
AGO,LVA,0,0,0.0718,0.0239
AGO,MAC,1,0.0034,0.0051,0.3362
AGO,MAF,0,0,0.0439,0.0146
AGO,MAR,0,0,0.0007,0.0002
AGO,MCO,0,0,0.2895,0.0965
AGO,MDA,0,0,0.1848,0.0616
AGO,MDG,0,0,0.0024,0.0008
AGO,MDV,0,0,0.0626,0.0209
AGO,MEX,0,0,0.3946,0.1315
AGO,MHL,0,0,0.0255,0.0085
AGO,MKD,0,0,0.0681,0.0227
AGO,MLI,0,0,0.0762,0.0254
AGO,MLT,0,0,0.0302,0.0101
AGO,MMR,0,0,0.0007,0.0002
AGO,MNE,0,0,0.0676,0.0225
AGO,MNG,0,0,0.0001,0
AGO,MNP,0,0,0.0117,0.0039
AGO,MOZ,1,0.0574,0.4292,0.4955
AGO,MRT,0,0,0.0122,0.0041
AGO,MSR,0,0,0.0018,0.0006
AGO,MTQ,0,0,0.0062,0.0021
AGO,MUS,0,0,0.0169,0.0056
